@relation mass_shootings_data
%@attribute title String 
%@attribute location String
%@attribute summary string
@attribute fatalities numeric
@attribute injuries numeric
@attribute total_victims numeric
@attribute mental_health_issues {Yes,No,Unknown}
@attribute race {White_American,Black_American,Asian,Asian_American,Mexican,Unknown,Native_American,Other}
@attribute gender {Male,Female,Unknown,Male/Female}
@attribute Date date 'yyyy/MM/dd'
@attribute latitude real
@attribute longitude real

@data
3,14,17,'Unknown','Black_American','Male',2016/02/25,38.135992,-97.425145
6,2,8,'Unknown','White_American','Male',2016/02/20,42.236689,-85.674795
14,21,35,'Unknown','Other','Male/Female',2015/12/02,34.075961,-117.27789
3,9,12,'Unknown','White_American','Male',2015/11/27,38.881031,-104.849057
3,0,3,'Unknown','White_American','Male',2015/10/31,38.83755,-104.814251
9,9,18,'Unknown','Other','Male',2015/10/01,43.289538,-123.333193
5,2,7,'Unknown','Other','Male',2015/07/16,35.047157,-85.311819
9,1,10,'Unknown','White_American','Male',2015/06/17,32.788387,-79.933143
3,1,4,'Unknown','Mexican','Male',2015/06/11,44.204124,-88.467541
6,13,19,'Unknown','White_American','Male',2014/05/23,34.436283,-119.8714406
3,12,15,'Unknown','Mexican','Male',2014/04/03,31.141716,-97.777559
4,2,6,'Unknown','Native_American','Female',2014/02/20,41.487104,-120.542237
12,8,20,'Unknown','Black_American','Male',2013/09/16,38.874981,-76.99453
7,0,7,'Unknown','Mexican','Male',2013/07/26,25.864338,-80.311775
6,3,9,'Unknown','White_American','Male',2013/06/07,34.008617,-118.494754
5,0,5,'Unknown','Black_American','Male',2013/04/21,47.3129607,-122.3393665
5,2,7,'Unknown','White_American','Male',2013/03/13,43.045601,-74.984891
27,2,29,'Unknown','White_American','Male',2012/12/14,41.4123225,-73.31142358
7,1,8,'Unknown','White_American','Male',2012/09/27,44.977425,-93.310408
7,3,10,'Unknown','White_American','Male',2012/08/05,42.8858503,-87.8631362
12,70,82,'Unknown','White_American','Male',2012/07/20,39.706038,-104.820594
6,1,7,'Unknown','White_American','Male',2012/05/20,47.6038321,-122.3300624
7,3,10,'Unknown','Asian','Male',2012/04/02,37.8043808,-122.2708166
5,0,5,'Unknown','Asian','Male',2012/02/21,33.9412127,-84.2135309
8,1,9,'Unknown','White_American','Male',2011/10/12,33.741176,-118.1046356
5,7,12,'Unknown','Mexican','Male',2011/09/06,39.1637984,-119.7674034
6,13,19,'Unknown','White_American','Male',2011/01/08,32.335941,-110.975132
9,2,11,'Unknown','Black_American','Male',2010/08/03,41.798764,-72.570068
4,1,5,'Unknown','Black_American','Male',2009/11/29,47.15277,-122.467308
13,30,43,'Unknown','Other','Male',2009/11/05,31.135557,-97.783664
14,4,18,'Unknown','Asian','Male',2009/04/03,42.099802,-75.917723
8,3,11,'Unknown','White_American','Male',2009/03/29,35.333434,-79.414592
6,1,7,'Unknown','White_American','Male',2008/06/25,37.76721,-87.5573742
5,21,26,'Unknown','White_American','Male',2008/02/14,41.9294736,-88.7503647
6,2,8,'Unknown','Black_American','Male',2008/02/07,38.580093,-90.40691
9,4,13,'Unknown','White_American','Male',2007/12/05,41.265719,-96.067495
6,1,7,'Unknown','White_American','Male',2007/10/07,45.5719072,-88.9028922
32,23,55,'Unknown','Asian','Male',2007/04/16,37.2295733,-80.4139393
6,4,10,'Unknown','White_American','Male',2007/02/12,40.7606467,-111.89109
6,5,11,'Unknown','White_American','Male',2006/10/02,39.9589,-76.0806
7,2,9,'Unknown','White_American','Male',2006/03/25,47.6229,-122.3165
8,0,8,'Unknown','White_American','Female',2006/01/30,34.425571,-119.866069
10,5,15,'Unknown','Native_American','Male',2005/03/21,47.876346,-95.0169401
7,4,11,'Unknown','White_American','Male',2005/03/12,43.0605671,-88.1064787
5,7,12,'Unknown','White_American','Male',2004/12/08,39.9622601,-83.0007065
7,8,15,'Unknown','White_American','Male',2003/07/08,32.410842,-88.634539
5,4,9,'Unknown','Black_American','Male',2001/02/05,41.908163,-87.879908
7,0,7,'Unknown','White_American','Male',2000/12/26,42.500429,-71.075913
5,3,8,'Unknown','Mexican','Male',1999/12/30,27.966479,-82.570586
7,0,7,'Unknown','Asian','Male',1999/11/02,21.320063,-157.876462
8,7,15,'Unknown','White_American','Male',1999/09/15,32.664511,-97.384246
9,13,22,'Unknown','White_American','Male',1999/07/29,33.850116,-84.377839
13,24,37,'Unknown','White_American','Male',1999/04/20,39.604034,-105.074103
4,25,29,'Unknown','White_American','Male',1998/05/21,44.0462362,-123.0220289
5,10,15,'Unknown','White_American','Male',1998/03/24,35.8209895,-90.6682606
5,1,6,'Unknown','White_American','Male',1998/03/06,41.6856325,-72.72983827
5,2,7,'Unknown','Mexican','Male',1997/12/18,33.7877944,-117.8531119
4,3,7,'Unknown','Black_American','Male',1997/09/15,33.5598586,-81.721952
6,1,7,'Unknown','Black_American','Male',1996/02/09,26.119269,-80.104119
6,0,6,'Unknown','Unknown','Male',1995/04/03,27.828025,-97.548198
5,23,28,'Unknown','White_American','Male',1994/06/20,47.61864486,-117.6483587
4,1,5,'Unknown','Black_American','Male',1993/12/14,39.675599,-104.844845
6,19,25,'Unknown','Black_American','Male',1993/12/07,40.7267682,-73.6342955
4,8,12,'Unknown','White_American','Male',1993/08/06,35.0529931,-78.8787058
9,6,15,'Unknown','White_American','Male',1993/07/01,37.792968,-122.397973
5,0,5,'Unknown','White_American','Male',1992/10/15,42.3810555,-76.8705777
4,10,14,'Unknown','White_American','Male',1992/05/01,39.07868761,-121.5475762
5,5,10,'Unknown','White_American','Male',1991/11/14,42.4894801,-83.1446485
6,1,7,'Unknown','Asian','Male',1991/11/01,41.6606893,-91.5302214
24,20,44,'Unknown','White_American','Male',1991/10/16,31.1171194,-97.7277959
10,4,14,'Unknown','Black_American','Male',1990/06/18,30.3321838,-81.655651
9,12,21,'Unknown','White_American','Male',1989/09/14,38.2542376,-85.759407
6,29,35,'Unknown','White_American','Male',1989/01/17,37.9577016,-121.2907796
7,4,11,'Unknown','White_American','Male',1988/02/16,37.3688301,-122.0363496
6,14,20,'Unknown','White_American','Male',1987/04/23,28.0331886,-80.6429695
15,6,21,'Unknown','White_American','Male',1986/08/20,35.6672015,-97.42937037
22,19,41,'Unknown','White_American','Male',1984/07/18,32.5520013,-117.0430813
6,1,7,'Unknown','White_American','Male',1984/06/29,32.925166,-96.838676
8,3,11,'Unknown','White_American','Male',1982/08/20,25.796491,-80.226683
5,1,6,'Unknown','Native_American','Male',2014/10/24,48.050824,-122.17692
58,546,604,'Unknown','White_American','Male',2017/10/01,36.095739,-115.17154

